rule_id,process_family,category,rule_name,check_description,parameter,typical_threshold,units,rule_kind,severity_suggestion,guideline_ref,provenance,source_name,source_url,consulted_via,notes,date_collected
MC-013,Machining,Holes & Threads,Absolute maximum drilling depth vs. bit diameter,"Verify no drilled hole exceeds 12x the diameter of the nearest available standard drill bit, the practical limit before excessive bit walk and breakage risk.",drill_depth_absolute_max,12xD,×D,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Fictiv CNC Machining Design Guide,https://www.fictiv.com/articles/fictiv-cnc-machining-design-guide,web_research (Claude Sonnet agent),,8/9/2026
MC-014,Machining,Holes & Threads,Minimum and recommended thread engagement length,"For tapped holes, verify thread engagement length is at least 1.5x the nominal thread diameter, with 3xD recommended for full strength in typical materials.",thread_length_min,1.5xD min / 3xD rec,×D,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): CNC Machining Design Guide,https://www.hubs.com/guides/cnc-machining/,web_research (Claude Sonnet agent),,8/9/2026
MC-015,Machining,Holes & Threads,Unthreaded bottom clearance on blind tapped holes,"Check blind tapped holes include an unthreaded clearance zone at the bottom of at least 1.5x the thread's nominal diameter, to allow for tap chamfer/runout without bottoming out.",tapped_hole_bottom_clearance_min,1.5xD,×D,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): CNC Machining Design Guide,https://www.hubs.com/guides/cnc-machining/,web_research (Claude Sonnet agent),,8/9/2026
MC-016,Machining,Holes & Threads,Prefer standard thread sizes M6 or larger,"Flag threaded features smaller than M6 for design review, since threads down to M2 are feasible but raise cost and breakage risk, and check thread callouts match standard metric/UNC/UNF sizes rather than custom pitches.",thread_size_min,M6 rec / M2 feasible,,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): CNC Machining Design Guide,https://www.hubs.com/guides/cnc-machining/,web_research (Claude Sonnet agent),,8/9/2026
MC-017,Machining,Standard Features,Minimum engraved text size,"For engraved/embossed text or logos, verify character size is at least approximately 5 mm stroke height (about 20pt font) to remain legible and machinable with standard engraving tools.",text_engraving_min,5,mm,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): CNC Machining Design Guide,https://www.hubs.com/guides/cnc-machining/,web_research (Claude Sonnet agent),,8/9/2026
MC-018,Machining,Tool Access,Undercut/T-slot width within standard tool range,"For undercut or T-slot features, verify the slot width falls within the 3-40 mm range machinable with standard T-slot/dovetail cutters.",undercut_width_range,Mar-40,mm,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): CNC Machining Design Guide,https://www.hubs.com/guides/cnc-machining/,web_research (Claude Sonnet agent),,8/9/2026
MC-019,Machining,Tool Access,Undercut clearance to adjacent walls,"Check that the clear space between an undercut feature and any adjacent internal wall is at least 4x the undercut depth, giving the specialised cutter enough clearance to access the feature.",undercut_clearance_min,4x depth,ratio,quantitative_not_yet_computable,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): CNC Machining Design Guide,https://www.hubs.com/guides/cnc-machining/,web_research (Claude Sonnet agent),Requires tool-path/accessibility simulation rather than a simple distance measurement.,8/9/2026
MC-020,Machining,Tool Access,Flag features unreachable by standard-length tooling,"Identify deep, narrow internal features (pockets, slots, holes) whose depth-to-access-width ratio exceeds what a standard-length tool can reach without excessive overhang, requiring custom/extended tooling or EDM.",tool_access_flag,,,qualitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): How to Design Parts for CNC Machining,https://www.hubs.com/knowledge-base/how-design-parts-cnc-machining/,web_research (Claude Sonnet agent),,8/9/2026
MC-021,Machining,Tolerances & Surface Finish,Default achievable dimensional tolerance,"Check that toleranced dimensions are not tighter than the process default of +/-0.125 mm unless a tighter feasible tolerance (down to +/-0.025 mm) is explicitly justified, since tighter tolerances raise cost and cycle time.",tolerance_default,0.125 std / 0.025 tight,mm,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): CNC Machining Design Guide,https://www.hubs.com/guides/cnc-machining/,web_research (Claude Sonnet agent),,8/9/2026
MC-022,Machining,Tolerances & Surface Finish,Very tight tolerance cost/feasibility threshold,"Flag any toleranced dimension tighter than +/-0.05 mm for manual review, since below this threshold parts may require grinding/EDM finishing beyond standard 3-axis milling capability.",tolerance_tight_flag,0.05,mm,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Fictiv CNC Machining Design Guide,https://www.fictiv.com/articles/fictiv-cnc-machining-design-guide,web_research (Claude Sonnet agent),,8/9/2026
MC-023,Machining,Tolerances & Surface Finish,Plastic tolerance practical minimum,"For plastic components, flag tolerances tighter than +/-0.1 mm, since thermal expansion and machining-induced heating make sub-0.1mm tolerances impractical to hold consistently.",tolerance_plastic_practical_min,0.1,mm,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Fictiv CNC Machining Design Guide,https://www.fictiv.com/articles/fictiv-cnc-machining-design-guide,web_research (Claude Sonnet agent),Material dependence: plastics only; metals can typically hold tighter tolerances (see MC-022).,8/9/2026
MC-024,Machining,Setups & Fixturing,Minimise number of machine setups/orientations,"Count the distinct part orientations implied by the feature set (faces requiring machining access) and flag designs needing more than 3-4 setups as adding cost, cycle time, and stack-up tolerance risk.",setup_count_max,4-Mar,ratio,quantitative_not_yet_computable,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): CNC Machining Design Guide,https://www.hubs.com/guides/cnc-machining/,web_research (Claude Sonnet agent),"Requires feature-access/orientation analysis, not a single geometric measurement.",8/9/2026
MC-025,Machining,Setups & Fixturing,"Provide a flat, accessible workholding/reference surface",Check the part design includes at least one sizeable flat face (or added stock/tabs) usable for vice or fixture clamping without interfering with machined features.,workholding_surface_presence,,,qualitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): How to Design Parts for CNC Machining,https://www.hubs.com/knowledge-base/how-design-parts-cnc-machining/,web_research (Claude Sonnet agent),,8/9/2026
MC-026,Machining,Material & Stock,Turning length-to-diameter ratio limit,"For turned (lathe) features, verify the unsupported length-to-diameter ratio stays at or below 8:1 to avoid chatter and deflection; ratios beyond this need steady-rest or tailstock support.",turning_l_to_d_max,8,ratio,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Fictiv CNC Machining Design Guide,https://www.fictiv.com/articles/fictiv-cnc-machining-design-guide,web_research (Claude Sonnet agent),,8/9/2026
MC-027,Machining,Material & Stock,Minimum turned-wall thickness,"Check that thin-walled turned features (tubes, sleeves) maintain wall thickness above approximately 0.5 mm, to preserve stiffness against cutting forces and prevent chatter or collapse.",turned_wall_min,0.5,mm,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Fictiv CNC Machining Design Guide,https://www.fictiv.com/articles/fictiv-cnc-machining-design-guide,web_research (Claude Sonnet agent),,8/9/2026
MC-028,Machining,Material & Stock,Part envelope should align with standard stock sizes,"Check overall part bounding-box dimensions against standard round/rectangular/plate stock sizes for the chosen material, flagging designs that require oversized custom billet and generate excess waste/cost.",stock_size_match,,,qualitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Fictiv CNC Machining Design Guide,https://www.fictiv.com/articles/fictiv-cnc-machining-design-guide,web_research (Claude Sonnet agent),,8/9/2026
DFA-001,DFA (Assembly),Part Count Reduction,Apply Three-Question Minimum-Parts Test,"For each part, an agent/human reviewer checks whether it meets at least one of the three Boothroyd DFA criteria (needs a different material/process than adjacent parts, must move relative to adjacent parts, or must remain separate for assembly/service/adjustment); parts meeting none are flagged as consolidation candidates.",,,,qualitative,major,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,"DFMA.com — Design for Assembly Principles, Examples & Checklist",https://www.dfma.com/design-for-assembly.asp,web_research (Claude Sonnet agent),"Core Boothroyd-Dewhurst DFA minimum-part-count criterion; requires human/agent judgment on function, not pure geometry.",8/9/2026
DFA-002,DFA (Assembly),Part Count Reduction,Benchmark Part Count Against Comparable Assemblies,Checker compares the total unique part count in a subassembly against historical/benchmark counts for functionally similar assemblies and flags subassemblies with disproportionately high part counts for DFA review.,part_count,documented DFA redesigns achieve 30-60% typical part-count reduction (up to 83% in published case studies),%,quantitative_not_yet_computable,major,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,"DFMA.com — Design for Assembly Principles, Examples & Checklist",https://www.dfma.com/design-for-assembly.asp,web_research (Claude Sonnet agent),Requires an external benchmark dataset of comparable assemblies; not computable from geometry alone.,8/9/2026
DFA-003,DFA (Assembly),Part Count Reduction,Combine Statically-Adjacent Parts of Compatible Material/Process,Checker identifies pairs/groups of adjacent parts with no relative motion between them and flags cases where they could plausibly be molded or formed as a single part using a common material/process.,,,,qualitative,minor,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fractory — Design for Assembly (DFA) Principles Explained,https://fractory.com/design-for-assembly-dfa/,web_research (Claude Sonnet agent),"Consolidation candidates still require manufacturing feasibility review (mold complexity, tooling cost).",8/9/2026
DFA-004,DFA (Assembly),Part Count Reduction,Compute Manual Assembly Design Efficiency Index,"Checker computes the Boothroyd-Dewhurst manual assembly efficiency Ema = (Nmin x ta) / tma, where Nmin is the theoretical minimum part count and ta is the 3-second ideal assembly time per part, and flags assemblies scoring well below typical benchmark efficiencies.",design_efficiency_index (Ema),Ema = Nmin x 3s / tma; documented redesigns improved Ema from roughly 4% to 36% (DFA Index 3.8 to 35.8 in one case study),,quantitative_not_yet_computable,major,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,1Library — Boothroyd-Dewhurst DFA Method (Design for Assembly),https://1library.net/article/boothroyd-dewhurst-dfa-method-design-for-assembly.yd2oe71q,web_research (Claude Sonnet agent),Requires assembly-time estimation (tma) not yet derivable from CAD geometry alone; formula corroborated by dfma.com case-study figures.,8/9/2026
DFA-005,DFA (Assembly),Fastening,Minimize Total Fastener Count,Checker counts discrete threaded/mechanical fasteners in the assembly and flags high counts as candidates for replacement with snap-fits or self-retaining features.,fastener_count,published case studies report up to 100% fastener elimination via redesign to snap-fit/self-retaining features,count,quantitative_not_yet_computable,major,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,"DFMA.com — Design for Assembly Principles, Examples & Checklist",https://www.dfma.com/design-for-assembly.asp,web_research (Claude Sonnet agent),,8/9/2026
DFA-006,DFA (Assembly),Fastening,Minimize Fastener Type and Size Variety,"Checker enumerates distinct fastener types, drive styles, and sizes used across the assembly and flags high variety relative to a single-product or single-subassembly baseline.",fastener_variety_count,,,qualitative,minor,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fractory — Design for Assembly (DFA) Principles Explained,https://fractory.com/design-for-assembly-dfa/,web_research (Claude Sonnet agent),No universal numeric target found in public sources; treated as a review flag rather than a hard limit.,8/9/2026
DFA-007,DFA (Assembly),Fastening,Prefer Snap-Fit/Self-Retaining Features Over Threaded Fasteners,"Reviewer flags joints using threaded fasteners where local geometry could plausibly support a snap-fit, tab, or press-fit retention feature instead, since threaded fasteners are cited as a leading source of assembly-line defects.",,,,qualitative,minor,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fractory — Design for Assembly (DFA) Principles Explained,https://fractory.com/design-for-assembly-dfa/,web_research (Claude Sonnet agent),,8/9/2026
DFA-008,DFA (Assembly),Insertion & Orientation,Enforce Single-Direction (Top-Down) Assembly,"Checker walks the assembly sequence/insertion vectors of all parts and flags any part requiring an insertion direction different from the dominant build axis, or requiring the sub-assembly to be reoriented/flipped.",reorientation_count,target = 0 reorientations; single-axis top-down assembly is the reference best-practice pattern (e.g. Sony Walkman case),count,quantitative_not_yet_computable,major,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fractory — Design for Assembly (DFA) Principles Explained,https://fractory.com/design-for-assembly-dfa/,web_research (Claude Sonnet agent),"Requires an assembly-sequence model, not just static geometry.",8/9/2026
DFA-009,DFA (Assembly),Insertion & Orientation,Verify Collision-Free Insertion Path Clearance,"Checker translates each mating part along its designated insertion vector and verifies no interference/clash occurs with surrounding geometry, and that minimum clearance along the path meets a specified value.",insertion_clearance_min,,mm,quantitative,critical,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,"DFMA.com — Design for Assembly Principles, Examples & Checklist",https://www.dfma.com/design-for-assembly.asp,web_research (Claude Sonnet agent),Directly computable today via CAD interference/clash detection along the insertion axis; numeric clearance threshold is part/process specific.,8/9/2026
DFA-010,DFA (Assembly),Insertion & Orientation,Provide Chamfers/Lead-Ins on Mating Features,"Checker inspects pins, bosses, and mating edges for the presence of a chamfer or lead-in radius that guides insertion and reduces jamming risk.",chamfer_lead_in_size,,mm,quantitative_not_yet_computable,minor,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fractory — Design for Assembly (DFA) Principles Explained,https://fractory.com/design-for-assembly-dfa/,web_research (Claude Sonnet agent),Source confirms the practice qualitatively (a small chamfer can make a large difference) without a specific published numeric value; geometry is measurable once a target is set.,8/9/2026
DFA-011,DFA (Assembly),Symmetry & Self-Location,Design Parts Symmetric About the Insertion Axis (or Clearly Asymmetric),Checker evaluates each part's rotational/mirror symmetry about its insertion axis; parts should either be fully symmetric (fit either way) or have an obviously large asymmetry that prevents ambiguous orientation during assembly.,rotational_symmetry_angle,fully symmetric parts (e.g. 180 degree or 360 degree rotational symmetry about the insertion axis) minimize orientation time per Boothroyd-Dewhurst orientation-time tables,degrees,quantitative,major,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fractory — Design for Assembly (DFA) Principles Explained,https://fractory.com/design-for-assembly-dfa/,web_research (Claude Sonnet agent),Rotational/mirror symmetry about a stated axis is directly computable from CAD geometry.,8/9/2026
DFA-012,DFA (Assembly),Symmetry & Self-Location,Provide Self-Locating / Self-Aligning Features at Mating Interfaces,"Checker verifies presence of self-locating geometry (tabs, slots, grooves, pilot diameters, locating bosses) at mating interfaces so parts align without manual fixturing.",,,,qualitative,major,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fractory / DFMA.com — Design for Assembly,https://fractory.com/design-for-assembly-dfa/,web_research (Claude Sonnet agent),,8/9/2026
DFA-013,DFA (Assembly),Symmetry & Self-Location,Use Poka-Yoke Keying Features to Prevent Incorrect Assembly,"Reviewer verifies asymmetric notches, keys, or datum features exist that make an incorrect assembly orientation either physically impossible or immediately visually obvious.",,,,qualitative,major,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fractory — Design for Assembly (DFA) Principles Explained,https://fractory.com/design-for-assembly-dfa/,web_research (Claude Sonnet agent),,8/9/2026
DFA-014,DFA (Assembly),Handling,Flag Parts With Poor Manual/Automated Handling Characteristics,"Checker flags parts that are very small relative to typical gripper/hand size, highly flexible, or prone to nesting/tangling with identical parts, all of which slow handling time.",min_handling_feature_size,,mm,quantitative_not_yet_computable,minor,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,DFMA.com / Discover Engineering — Design for Assembly,https://www.dfma.com/design-for-assembly.asp,web_research (Claude Sonnet agent),Boothroyd-Dewhurst handling-time tables quantify this via coded handling-difficulty factors not yet implemented in this checker.,8/9/2026
DFA-015,DFA (Assembly),Accessibility,Verify Assembly Tool/Hand Access Clearance at Each Build Step,"Checker verifies sufficient clearance and line-of-sight for the required tool or hand (e.g. driver, gripper) at the geometry state existing at each assembly operation, given already-installed surrounding parts.",assembly_tool_clearance_min,,mm,quantitative,critical,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,"DFMA.com — Design for Assembly Principles, Examples & Checklist",https://www.dfma.com/design-for-assembly.asp,web_research (Claude Sonnet agent),Computable via swept-volume/clash check of a tool envelope against assembly-stage geometry once tool envelopes are defined.,8/9/2026
DFA-016,DFA (Assembly),Part Count Reduction,Standardize Components Within and Across Product Line,"Reviewer flags parts (fasteners, connectors, brackets) that are unique one-off designs where a standardized or already-used component from the same product/product line could serve the same function.",,,,qualitative,minor,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fractory / DFMA.com — Design for Assembly,https://fractory.com/design-for-assembly-dfa/,web_research (Claude Sonnet agent),,8/9/2026
SVC-001,Serviceability,Access & Reach,Ensure Visibility and Reachability of Service-Critical Components,"Reviewer verifies components requiring regular inspection/replacement (filters, batteries, wear parts) are visible and reachable without disassembling unrelated systems.",,,,qualitative,critical,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fictiv — Design for Serviceability,https://www.fictiv.com/articles/design-for-serviceability,web_research (Claude Sonnet agent),,8/9/2026
SVC-002,Serviceability,Access & Reach,Verify Geometric Service-Access Envelope Is Clash-Free,Checker sweeps a defined tool/hand access envelope from the nearest opening to each identified service point and verifies no interference with surrounding parts across the accessible range of motion.,service_access_clearance_min,,mm,quantitative,critical,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fictiv — Design for Serviceability,https://www.fictiv.com/articles/design-for-serviceability,web_research (Claude Sonnet agent),Directly computable via CAD swept-volume/clash detection once service points and access envelopes are defined.,8/9/2026
SVC-003,Serviceability,Access & Reach,Flag Awkward Service Postures,"Reviewer flags service points that require the technician to lean over, reach into a confined cavity, or crawl under/over the product to perform the task.",,,,qualitative,minor,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fictiv — Design for Serviceability,https://www.fictiv.com/articles/design-for-serviceability,web_research (Claude Sonnet agent),,8/9/2026
SVC-004,Serviceability,Access & Reach,Position Wear/Failure-Prone Components Toward Exterior,"Reviewer checks that components with high expected failure/service frequency (filters, seals, batteries, fans) are located near the product's exterior/access panels rather than buried deep in the core assembly.",,,,qualitative,major,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fictiv — Design for Serviceability,https://www.fictiv.com/articles/design-for-serviceability,web_research (Claude Sonnet agent),,8/9/2026
SVC-005,Serviceability,Access & Reach,Use Robust Threads/Inserts on Repeatedly-Removed Interfaces,"Checker verifies bosses/threads on parts intended for frequent removal (battery covers, filter housings) use metal inserts or reinforced threads rather than bare plastic threads prone to stripping.",,,,qualitative,major,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fictiv — Design for Serviceability,https://www.fictiv.com/articles/design-for-serviceability,web_research (Claude Sonnet agent),,8/9/2026
SVC-006,Serviceability,Disassembly,Minimize Disassembly Depth to Reach Serviceable Components,"Checker counts the number of parts/fasteners that must be removed, in sequence, to reach a given serviceable component, and flags excessive disassembly depth versus a target maximum.",disassembly_step_count,,count,quantitative_not_yet_computable,major,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fictiv / Fusion Design Inc — Design for Serviceability,https://www.fictiv.com/articles/design-for-serviceability,web_research (Claude Sonnet agent),Requires a disassembly-sequence model derived from the assembly tree; not yet automated in this checker.,8/9/2026
SVC-007,Serviceability,Disassembly,Require Non-Destructive Disassembly of Serviceable Joints,"Reviewer verifies serviceable components can be removed without cutting, prying, or permanently deforming adjacent parts (e.g. flags ultrasonic welds or structural adhesive used over joints intended for service).",,,,qualitative,critical,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fusion Design Inc — Designing for Serviceability Guidelines,https://www.fusiondesigninc.com/blog/2023/8/14/designing-for-serviceability-guidelines,web_research (Claude Sonnet agent),,8/9/2026
SVC-008,Serviceability,Disassembly,Isolate Service Tasks From Unrelated Subsystems,Reviewer checks that accessing a given serviceable component does not require removing unrelated subsystems (e.g. unrelated electrical harnesses or structural covers) not connected to that service task.,,,,qualitative,major,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fictiv — Design for Serviceability,https://www.fictiv.com/articles/design-for-serviceability,web_research (Claude Sonnet agent),,8/9/2026
SVC-009,Serviceability,Modularity,"Partition Product Into Modular, Independently Replaceable Subassemblies","Reviewer verifies the product architecture is divided into subassemblies with clear mechanical/electrical interfaces aligned to known failure/wear points, so a module can be swapped without disturbing unrelated systems.",,,,qualitative,major,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fictiv — Design for Serviceability,https://www.fictiv.com/articles/design-for-serviceability,web_research (Claude Sonnet agent),,8/9/2026
SVC-010,Serviceability,Modularity,Key Field-Replaceable Unit Connectors to Prevent Incorrect Reassembly,Checker verifies electrical/mechanical quick-disconnect interfaces on field-replaceable units are accessible and keyed/polarized so they cannot be reconnected incorrectly.,,,,qualitative,major,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fusion Design Inc — Designing for Serviceability Guidelines,https://www.fusiondesigninc.com/blog/2023/8/14/designing-for-serviceability-guidelines,web_research (Claude Sonnet agent),,8/9/2026
SVC-011,Serviceability,Fastener Choice,Use Toolless/Quick-Release Fasteners at High-Frequency Service Points,"Reviewer verifies components requiring frequent service use toolless mechanisms (snap latches, quarter-turn fasteners, captive thumbscrews) rather than standard threaded fasteners requiring tools.",,,,qualitative,minor,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fusion Design Inc — Designing for Serviceability Guidelines,https://www.fusiondesigninc.com/blog/2023/8/14/designing-for-serviceability-guidelines,web_research (Claude Sonnet agent),,8/9/2026
SVC-012,Serviceability,Fastener Choice,Minimize Distinct Service-Tool Types Required,"Checker enumerates the distinct drive types/tool sizes needed to fully service the product (open all access panels, remove all wear parts) and flags high tool variety.",service_tool_variety_count,,count,quantitative_not_yet_computable,minor,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fusion Design Inc — Designing for Serviceability Guidelines,https://www.fusiondesigninc.com/blog/2023/8/14/designing-for-serviceability-guidelines,web_research (Claude Sonnet agent),,8/9/2026
SVC-013,Serviceability,Fastener Choice,Use Captive Fasteners on Removable Access Panels,Reviewer verifies fasteners retaining removable panels/covers are captive (retained to the panel) to prevent loss during field service.,,,,qualitative,minor,published DFA/DFX practice (Boothroyd-Dewhurst and industry guides) — no ISO equivalent,published_practice,Fictiv — Design for Serviceability,https://www.fictiv.com/articles/design-for-serviceability,web_research (Claude Sonnet agent),,8/9/2026
TOL-001,Dimensional Capability,Tolerance Feasibility,Apply a Default General Tolerance Class to Untoleranced Dimensions,"Checker verifies every dimension without an explicit tolerance is covered by a stated general-tolerance class (e.g. ISO 2768 fine/medium/coarse/very-coarse) appropriate to the part's process, rather than left undefined.",general_tolerance_class,"ISO 2768 medium (m) class example: +/-0.20 mm for 6-30 mm dimensions, +/-0.30 mm for 30-120 mm dimensions",mm,quantitative,major,ISO 2768,published_practice,"GEMS Manufacturing — General Tolerance Standards in Manufacturing (ISO 2768, ISO 286, GD&T)",https://gems-mfg.com/general-tolerance-standards-in-manufacturing-iso-2768-iso-286-and-gdt/,web_research (Claude Sonnet agent),"standard named, not clause-verified; exact class boundaries vary by dimension range per the standard's tables.",8/9/2026
TOL-002,Dimensional Capability,Tolerance Feasibility,Check Injection-Molded Feature Tolerances Against Process Capability,"Checker compares specified tolerances on molded features against typical achievable injection-molding process tolerances for the feature's size range and flags tolerances tighter than commercial-grade capability without stated justification (e.g. fine-grade tooling, secondary machining).",feature_tolerance,commercial-grade injection molding: approx +/-0.075 to 0.125 mm for 1-20 mm features; fine-grade: approx +/-0.03 to 0.08 mm for 1-20 mm features,mm,quantitative_not_yet_computable,major,ISO 20457,published_practice,Fictiv — The Ultimate Guide to Injection Molding Tolerances,https://www.fictiv.com/articles/injection-molding-tolerances-an-in-depth-look,web_research (Claude Sonnet agent),"standard named, not clause-verified; source table values are industry (SPI-style) figures rather than direct ISO 20457 quotations.",8/9/2026
TOL-003,Dimensional Capability,Tolerance Feasibility,Check Sheet-Metal Bend-Angle Tolerance Against Process Capability,Checker compares specified bend-angle tolerances on sheet-metal parts against typical achievable fabrication capability and flags tolerances tighter than standard-grade capability without justification.,bend_angle_tolerance,standard sheet-metal bending: approx +/-1.0 degree; precision: approx +/-0.5 degree,degrees,quantitative_not_yet_computable,major,ISO 2768,published_practice,Komacut — Sheet Metal Tolerances Guide with Charts and Standards,https://www.komacut.com/blog/sheet-metal-tolerances-guide/,web_research (Claude Sonnet agent),"standard named, not clause-verified; ISO 2768 covers general linear/angular tolerances applied to sheet-metal parts per source.",8/9/2026
TOL-004,Dimensional Capability,Tolerance Feasibility,Check Sheet-Metal Hole-Position Tolerance Against Process Capability,"Checker compares specified hole-position tolerances on sheet-metal parts against typical achievable fabrication capability (process-dependent, e.g. laser vs. punch) and flags tolerances tighter than capability without justification.",hole_position_tolerance,standard: approx +/-0.12 mm; precision: approx +/-0.08 mm; tight laser-cut features achievable to approx +/-0.13 mm,mm,quantitative_not_yet_computable,major,ISO 2768,published_practice,Komacut — Sheet Metal Tolerances Guide with Charts and Standards,https://www.komacut.com/blog/sheet-metal-tolerances-guide/,web_research (Claude Sonnet agent),"standard named, not clause-verified.",8/9/2026
TOL-005,Dimensional Capability,Tolerance Feasibility,Flag Flatness/Warpage Risk on Large Thin Molded Surfaces,"Checker identifies large, thin, or unsupported molded surfaces and compares implied/specified flatness requirements against typical achievable flatness for the feature size, flagging warpage risk.",flatness_tolerance,"typical molded flatness/straightness: approx 0.3-0.85 mm (commercial) to 0.15-0.5 mm (fine) for 0-100 mm features, looser for larger features",mm,quantitative_not_yet_computable,minor,ISO 20457,published_practice,Fictiv — The Ultimate Guide to Injection Molding Tolerances,https://www.fictiv.com/articles/injection-molding-tolerances-an-in-depth-look,web_research (Claude Sonnet agent),"standard named, not clause-verified.",8/9/2026
TOL-006,Dimensional Capability,Fits,Assign a Defined ISO 286 Fit Class to Mating Hole/Shaft Pairs,"Checker verifies every mating hole/shaft interface is assigned an explicit ISO 286 fit designation (clearance, transition, or interference) consistent with the joint's functional requirement (sliding, location, or press-fit).",fit_class,example clearance fit H7/h6 for sliding/bearing fits; example interference fit H7/p6 for pressed gears/pulleys; example transition fit H7/k6,,quantitative,major,ISO 286,published_practice,"GEMS Manufacturing — General Tolerance Standards in Manufacturing (ISO 2768, ISO 286, GD&T)",https://gems-mfg.com/general-tolerance-standards-in-manufacturing-iso-2768-iso-286-and-gdt/,web_research (Claude Sonnet agent),"standard named, not clause-verified.",8/9/2026
TOL-007,Dimensional Capability,Fits,Match IT Grade to Functional Precision Need,"Checker verifies the IT (International Tolerance) grade assigned to a toleranced feature is no tighter than needed for its functional precision, avoiding IT grades that exceed process capability or cost targets without justification.",IT_grade,"example values at 18-30 mm nominal size: IT6 approx 10 micrometers, IT7 approx 16, IT8 approx 25, IT9 approx 40, IT10 approx 64",micrometers,quantitative,major,ISO 286,published_practice,"GEMS Manufacturing — General Tolerance Standards in Manufacturing (ISO 2768, ISO 286, GD&T)",https://gems-mfg.com/general-tolerance-standards-in-manufacturing-iso-2768-iso-286-and-gdt/,web_research (Claude Sonnet agent),"standard named, not clause-verified.",8/9/2026
